Name,EmployeId,Gender,Age,MaritalStatus,EducationField,Qualifications,Vertical,Role,Work Experience,DistanceFromHome,Daily,Hour,Monthly,MonthlyRate,OverTime,Hours,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,Turnover,Travelling,Satisfaction,Engagement,JobLevel,Last Rating,SalaryHike,Work&Life
Beverly,IDRD119,F,30,Married,Medical,4,Research & Development,Research Scientist,3,5,1217,42,5401,12978,Yes,80,17,7,11,7,3,No,Sometimes,3,3,2,3,14,2
Bianca,IDRD503,F,45,Single,Life Sciences,1,Research & Development,Manufacturing Director,1,2,1107,31,13795,18395,No,80,15,14,14,13,6,No,Sometimes,3,2,3,4,21,3
Bill,IDSL137,M,30,Married,Marketing,4,Sales,Sales Executive,8,28,378,30,6848,21520,No,80,6,2,1,6,2,Yes,Sometimes,4,3,2,3,14,3
Billie,IDRD415,F,37,Single,Technical Degree,3,Research & Development,Laboratory Technician,1,10,1293,68,1230,16131,Yes,80,1,0,0,0,3,No,Mostly,2,2,2,3,19,3
Billie,IDRD902,M,41,Divorced,Human Resources,4,Research & Development,Research Director,9,17,951,80,13367,20867,Yes,80,7,7,0,4,2,No,Sometimes,3,3,4,3,13,3
Billy,IDRD116,M,34,Married,Life Sciences,2,Research & Development,Healthcare Representative,2,3,1253,52,1534,23938,No,80,7,3,1,7,4,No,Sometimes,1,3,3,4,23,3
Blaine,IDSL418,M,31,Married,Marketing,1,Sales,Sales Executive,1,1,1043,56,5717,13296,No,80,6,3,0,3,3,No,Sometimes,4,3,2,3,13,3
Blake,IDRD263,M,31,Divorced,Life Sciences,4,Research & Development,Laboratory Technician,9,7,1216,45,3821,9972,Yes,80,9,7,0,7,4,Yes,No,2,4,1,3,17,4
Blanche,IDRD467,F,38,Divorced,Medical,4,Research & Development,Healthcare Representative,0,14,236,41,5587,26647,No,80,14,16,5,11,2,No,Sometimes,3,3,2,3,14,2
Bob,IDRD437,M,40,Married,Technical Degree,2,Research & Development,Research Scientist,8,9,510,62,3033,3842,Yes,80,1,0,0,0,1,No,Sometimes,3,3,1,4,20,4
Bobbie,IDRD457,F,26,Married,Medical,3,Research & Development,Manager,7,2,930,86,15709,25543,No,80,24,15,0,9,6,No,Sometimes,3,2,4,3,13,2
Bobby,IDSL067,M,30,Married,Life Sciences,1,Sales,Sales Representative,3,26,430,94,4681,15493,No,80,4,3,1,0,3,No,No,3,3,1,3,11,3
Bonita,IDSL373,F,26,Married,Life Sciences,4,Sales,Sales Representative,1,1,268,45,2252,26933,No,80,3,4,0,2,3,No,Sometimes,3,3,1,4,25,1
Bonnie,IDHR009,F,36,Divorced,Life Sciences,1,Human Resources,Manufacturing Director,5,3,790,71,6734,2227,No,80,3,2,1,12,2,No,No,3,2,2,3,14,4
Brad,IDRD469,M,40,Single,Medical,3,Research & Development,Laboratory Technician,5,27,425,55,3441,6767,No,80,8,1,1,1,3,No,Sometimes,2,3,1,3,14,4
Braden,IDRD708,M,32,Married,Life Sciences,4,Research & Development,Healthcare Representative,8,14,1085,42,9417,3964,No,80,19,16,11,5,3,No,Sometimes,3,3,3,4,22,1
Bradford,IDRD885,M,28,Married,Other,3,Research & Development,Laboratory Technician,0,1,797,49,3860,14576,No,80,5,7,0,2,2,No,Sometimes,1,3,1,4,22,3
Bradley,IDRD143,M,49,Married,Life Sciences,3,Research & Development,Research Director,3,1,170,76,19779,10983,No,80,1,7,1,7,0,No,Sometimes,2,3,5,4,15,3
Brady,IDRD442,M,42,Single,Medical,3,Research & Development,Research Director,2,2,250,70,13252,8430,No,80,22,0,1,10,2,No,Sometimes,3,3,4,3,15,2
Branden,IDRD947,M,42,Married,Life Sciences,3,Research & Development,Research Scientist,1,1,442,46,2900,26897,No,80,25,4,3,0,2,No,Sometimes,2,2,1,3,18,3
Brandi,IDRD397,F,48,Single,Medical,4,Research & Development,Healthcare Representative,1,5,461,84,4099,16810,No,80,10,6,2,8,4,No,Sometimes,1,2,2,3,11,3
Brandon,IDSL020,M,32,Married,Human Resources,3,Sales,Sales Representative,4,17,438,73,2311,8932,Yes,80,5,3,1,4,4,Yes,Mostly,2,4,1,3,18,1
Brandy,IDRD385,F,23,Single,Other,2,Research & Development,Laboratory Technician,1,18,516,31,4960,18420,No,80,4,5,5,4,2,No,Sometimes,2,3,1,3,13,4
Braxton,IDRD679,M,37,Single,Medical,4,Research & Development,Laboratory Technician,0,29,1000,50,2200,14160,No,80,4,2,1,2,5,No,Sometimes,3,2,1,3,16,3
Brayden,IDSL178,M,39,Divorced,Marketing,2,Sales,Sales Executive,1,2,1135,88,5786,2380,Yes,80,15,17,3,5,3,No,Mostly,4,2,2,3,13,3
Breanna,IDSL234,F,44,Single,Life Sciences,4,Sales,Sales Executive,2,1,381,51,10367,13746,No,80,2,4,2,0,2,Yes,Sometimes,1,3,4,3,11,3
Brenda,IDHR004,F,50,Divorced,Life Sciences,4,Human Resources,Research Director,4,8,546,87,18121,26862,No,80,3,1,1,2,2,No,No,3,3,4,3,11,3
Brendan,IDRD427,M,41,Divorced,Life Sciences,2,Research & Development,Laboratory Technician,4,9,109,99,5040,22207,Yes,80,7,7,1,7,1,Yes,Sometimes,3,3,3,3,11,3
Brenna,IDSL434,F,35,Married,Life Sciences,4,Sales,Sales Executive,0,16,1154,63,9693,23239,No,80,8,0,1,2,2,No,No,2,3,2,3,15,3
Brennan,IDRD880,M,35,Married,Medical,2,Research & Development,Research Scientist,1,14,1090,45,4139,17186,No,80,8,1,0,7,6,No,Sometimes,3,3,1,3,15,2
Brent,IDRD317,M,56,Married,Technical Degree,4,Research & Development,Manufacturing Director,2,29,854,32,6694,22239,No,80,9,7,0,2,4,Yes,Mostly,4,3,2,3,18,3
Bret,IDRD920,M,25,Single,Medical,3,Research & Development,Laboratory Technician,0,7,203,58,2679,25158,No,80,5,2,0,3,4,Yes,No,4,2,1,3,16,3
Brett,IDRD282,M,49,Single,Life Sciences,1,Research & Development,Manager,3,26,661,92,14243,14680,No,80,5,5,1,0,5,No,Mostly,3,3,3,4,20,4
Brian,IDRD021,M,43,Married,Medical,3,Research & Development,Research Director,2,15,964,47,10417,12387,No,80,1,4,0,0,1,No,Sometimes,3,3,3,3,14,1
Briana,IDSL221,F,32,Single,Life Sciences,1,Sales,Sales Executive,1,10,1411,89,6145,19474,No,80,1,0,0,0,3,No,Mostly,2,3,2,4,21,3
Brianna,IDRD200,F,30,Single,Medical,2,Research & Development,Manufacturing Director,4,9,331,97,6887,6559,No,80,4,3,1,2,3,No,Sometimes,4,2,2,3,12,3
Bridget,IDRD436,F,30,Divorced,Life Sciences,3,Research & Development,Manufacturing Director,1,17,808,89,10371,23124,No,80,18,16,15,17,5,No,Sometimes,3,3,3,3,18,3
Brielle,IDSL408,F,29,Married,Marketing,2,Sales,Sales Executive,1,9,1304,98,9000,25861,No,80,11,1,1,7,2,Yes,Sometimes,2,3,3,3,14,3
Britney,IDSL382,F,29,Married,Life Sciences,1,Sales,Sales Executive,1,13,1149,84,9234,14079,No,80,8,7,0,7,2,No,No,1,3,2,3,11,4
Brittany,IDRD114,F,46,Married,Medical,1,Research & Development,Healthcare Representative,1,17,325,74,11169,13194,No,80,10,1,2,7,2,No,Sometimes,1,2,3,4,22,3
Brittney,IDSL225,F,28,Single,Medical,3,Sales,Sales Representative,1,1,882,80,2220,18250,Yes,80,9,4,1,0,3,Yes,Sometimes,3,2,1,3,13,3
Brock,IDRD730,M,32,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,6,619,62,9790,9318,No,80,10,7,9,8,2,No,Sometimes,4,4,2,3,14,3
Brody,IDRD524,M,51,Married,Medical,3,Research & Development,Research Scientist,5,18,1130,78,2327,22308,Yes,80,5,4,0,0,5,No,Mostly,3,2,1,4,25,4
Brooke,IDSL112,F,30,Married,Life Sciences,5,Sales,Sales Executive,1,7,240,36,5668,20742,Yes,80,10,8,1,9,5,No,No,4,3,2,3,13,3
Brooklyn,IDSL202,F,30,Divorced,Life Sciences,4,Sales,Sales Executive,4,16,394,51,5596,21864,No,80,2,2,3,2,2,No,Sometimes,3,3,2,3,11,3
Brooklynn,IDRD890,F,42,Married,Life Sciences,3,Research & Development,Research Director,6,2,1336,95,10455,22282,Yes,80,6,3,0,7,2,No,Sometimes,2,3,4,3,11,3
Bruce,IDSL054,M,54,Married,Life Sciences,4,Sales,Sales Executive,1,28,330,81,4492,2988,No,80,5,3,2,1,2,No,Sometimes,2,3,2,3,12,2
Bryan,IDRD112,M,40,Married,Technical Degree,4,Research & Development,Research Scientist,1,2,310,35,4445,26894,Yes,80,16,17,3,12,3,No,Sometimes,1,3,2,3,15,1
Bryant,IDRD661,M,45,Married,Medical,4,Research & Development,Manufacturing Director,2,17,1419,80,13105,6173,No,80,9,6,6,7,1,No,Sometimes,3,2,4,3,11,3
Bryce,IDRD376,M,34,Divorced,Other,2,Research & Development,Laboratory Technician,6,4,1441,75,2975,5095,No,80,1,0,0,0,3,No,Sometimes,1,4,1,3,14,3
Bryson,IDRD568,M,33,Married,Other,4,Research & Development,Laboratory Technician,1,8,1126,71,3909,24123,No,80,2,2,0,2,3,No,Sometimes,4,3,1,3,11,3
Byron,IDSL235,M,45,Married,Marketing,3,Sales,Sales Executive,0,2,185,75,6140,9232,No,80,7,7,7,7,3,No,Sometimes,3,3,2,3,15,3
Caden,IDRD585,M,35,Married,Medical,4,Research & Development,Laboratory Technician,1,1,1158,45,2024,17091,No,80,1,0,0,0,3,No,Mostly,4,4,1,3,12,2
Caitlin,IDSL175,F,29,Married,Life Sciences,1,Sales,Sales Executive,3,9,1335,39,8957,10553,No,80,3,7,0,2,3,No,Sometimes,2,2,3,3,13,1
Caitlyn,IDRD624,F,37,Single,Medical,3,Research & Development,Laboratory Technician,1,8,1326,52,4601,2125,No,80,4,3,3,1,5,No,Sometimes,4,3,1,3,13,3
Caleb,IDRD165,M,26,Married,Technical Degree,2,Research & Development,Research Scientist,1,1,960,38,2100,14721,No,80,3,2,0,0,2,No,Sometimes,4,4,1,3,11,3
Callie,IDHR045,F,50,Married,Medical,3,Human Resources,Laboratory Technician,4,3,1169,45,4088,16324,Yes,80,2,2,2,2,3,No,Mostly,4,4,2,3,18,3
Calvin,IDSL107,M,39,Married,Life Sciences,3,Sales,Sales Executive,2,7,1495,52,4171,16527,No,80,6,2,1,4,6,No,Sometimes,4,3,2,3,14,2
Camden,IDRD727,M,34,Single,Life Sciences,2,Research & Development,Laboratory Technician,1,7,527,64,2274,6578,No,80,10,9,1,2,3,Yes,Sometimes,3,2,1,3,13,3
Cameron,IDRD163,M,37,Divorced,Life Sciences,3,Research & Development,Healthcare Representative,5,4,912,93,9988,22776,No,80,8,8,7,8,3,No,Sometimes,3,2,3,3,13,3
Camila,IDRD536,F,45,Married,Life Sciences,4,Research & Development,Laboratory Technician,5,15,878,86,2556,5449,No,80,3,2,0,1,3,No,Sometimes,3,2,1,3,18,2
Camille,IDRD539,F,42,Married,Technical Degree,3,Research & Development,Laboratory Technician,4,4,1397,59,4034,9856,No,80,3,0,2,2,4,No,Sometimes,3,2,1,3,14,3
Candace,IDRD444,F,49,Divorced,Life Sciences,2,Research & Development,Research Director,0,21,111,30,19833,20423,No,80,1,8,0,1,3,No,Sometimes,3,2,5,3,13,2
Candice,IDRD505,F,57,Divorced,Medical,4,Research & Development,Research Scientist,1,24,939,38,2009,23419,No,80,4,2,1,2,3,Yes,Sometimes,1,3,1,3,13,1
Candy,IDRD959,F,49,Single,Medical,2,Research & Development,Research Director,2,2,1236,34,19581,20605,No,80,5,3,1,3,5,No,Mostly,4,3,3,3,15,3
Cara,IDSL300,F,39,Divorced,Other,2,Sales,Sales Executive,4,8,1047,100,11713,8346,No,80,1,0,0,0,2,Yes,Sometimes,1,2,3,3,11,3
Carissa,IDHR064,F,40,Married,Medical,2,Human Resources,Manager,2,2,1174,80,13250,5159,No,80,8,7,2,7,2,No,Sometimes,3,3,5,3,17,4
Carl,IDSL037,M,50,Married,Human Resources,3,Sales,Sales Executive,1,14,363,73,3929,20147,Yes,80,10,1,8,8,3,No,Sometimes,4,3,3,3,14,3
Carla,IDRD312,F,40,Married,Life Sciences,3,Research & Development,Research Scientist,4,9,913,61,2651,3233,No,80,5,3,2,1,3,No,Mostly,4,3,2,4,21,3
Carlos,IDSL071,M,52,Married,Marketing,4,Sales,Manager,2,6,461,94,19766,9738,No,80,10,0,4,8,4,No,Sometimes,3,4,5,3,16,1
Carlton,IDSL324,M,30,Divorced,Marketing,1,Sales,Sales Executive,1,21,521,90,19505,11560,Yes,80,3,2,0,2,3,No,Sometimes,1,3,3,4,21,3
Carly,IDRD538,F,28,Married,Medical,4,Research & Development,Research Scientist,1,8,1151,68,3279,16325,No,80,4,2,1,3,3,No,Sometimes,3,3,1,3,11,3
Carmen,IDSL154,F,41,Single,Life Sciences,4,Sales,Sales Executive,0,1,107,79,4887,18020,No,80,9,7,0,7,2,No,Sometimes,4,2,2,3,12,3
Carol,IDRD044,F,37,Single,Life Sciences,1,Research & Development,Laboratory Technician,4,7,266,72,3107,22582,No,80,10,9,0,8,3,No,Sometimes,3,3,2,3,11,3
Carole,IDSL191,F,33,Married,Marketing,1,Sales,Sales Executive,1,2,1138,32,8338,22491,No,80,15,4,1,6,4,No,Sometimes,1,3,3,3,12,3
Carolina,IDSL347,F,29,Single,Medical,3,Sales,Sales Executive,1,25,309,37,8825,12818,Yes,80,10,8,4,7,3,Yes,Mostly,3,2,2,3,12,3
Caroline,IDRD218,F,48,Single,Technical Degree,3,Research & Development,Manufacturing Director,4,2,872,65,17888,4656,Yes,80,8,3,7,7,2,No,Sometimes,2,2,3,4,24,3
Carolyn,IDSL033,F,38,Married,Medical,3,Sales,Sales Representative,1,1,1194,73,2371,8685,No,80,4,2,0,2,2,No,Sometimes,3,2,1,3,11,2
Carrie,IDRD189,F,44,Divorced,Life Sciences,3,Research & Development,Research Scientist,1,29,705,65,2430,25565,No,80,6,2,0,4,0,No,No,3,3,1,3,13,3
Carroll,IDRD831,M,26,Married,Other,3,Research & Development,Healthcare Representative,1,8,1244,62,5378,3872,Yes,80,5,5,0,1,3,No,Sometimes,4,2,2,3,19,2
Carson,IDRD392,M,24,Single,Life Sciences,1,Research & Development,Laboratory Technician,1,2,403,90,3879,11149,No,80,3,2,2,2,0,No,Sometimes,1,2,1,3,12,2
Carter,IDRD299,M,28,Married,Medical,3,Research & Development,Laboratory Technician,1,1,493,92,2019,16799,No,80,5,0,0,3,6,No,Sometimes,4,3,1,3,19,3
Casey,IDRD480,M,48,Married,Other,3,Sales,Sales Executive,4,29,685,50,6175,22333,No,80,7,5,7,7,1,No,Mostly,3,3,2,3,15,3
Casey,IDSL181,F,44,Married,Life Sciences,3,Research & Development,Laboratory Technician,1,12,205,61,2919,13452,No,80,10,9,15,17,3,No,Mostly,4,2,1,3,18,3
Cassandra,IDSL122,F,27,Divorced,Marketing,4,Sales,Sales Executive,0,7,508,52,6266,2125,No,80,3,4,0,2,2,No,No,3,2,2,3,15,4
Cassidy,IDRD591,F,51,Divorced,Life Sciences,3,Research & Development,Healthcare Representative,5,5,363,71,16652,7696,No,80,1,0,0,0,2,No,Sometimes,3,3,5,3,12,4
Cassie,IDRD677,F,40,Married,Medical,4,Research & Development,Research Scientist,3,23,111,88,4493,2227,No,80,7,7,4,7,2,Yes,Sometimes,3,3,3,3,12,3
Catherine,IDSL026,F,27,Married,Medical,2,Sales,Sales Representative,1,1,1200,81,2098,20303,No,80,5,3,0,3,1,No,Mostly,4,2,1,3,14,3
Cathleen,IDRD933,F,28,Single,Life Sciences,3,Research & Development,Research Scientist,1,11,171,86,3906,3155,No,80,8,1,1,7,2,No,Sometimes,1,3,1,4,22,1
Cathy,IDRD287,F,36,Divorced,Life Sciences,2,Research & Development,Research Director,6,1,1161,31,11977,8635,No,80,18,17,4,9,2,No,No,4,2,4,4,20,3
Cayden,IDRD859,M,29,Divorced,Life Sciences,1,Research & Development,Research Scientist,1,2,691,69,2770,7306,No,80,1,0,0,0,6,No,Sometimes,4,2,1,4,25,3
Cecelia,IDRD604,F,19,Single,Medical,2,Research & Development,Research Scientist,0,5,669,37,3925,23735,No,80,1,0,0,0,0,Yes,Sometimes,2,2,1,3,15,2
Cecil,IDSL199,M,40,Married,Marketing,3,Sales,Sales Executive,2,23,1377,54,5508,2740,Yes,80,6,0,0,0,4,No,Sometimes,2,2,2,3,15,3
Cecilia,IDRD426,F,36,Divorced,Life Sciences,2,Research & Development,Healthcare Representative,4,6,662,50,6335,19351,Yes,80,4,2,0,2,2,No,Sometimes,1,4,2,3,12,3
Cedric,IDSL357,M,28,Single,Marketing,2,Sales,Sales Executive,1,6,831,30,4479,20086,No,80,5,2,0,2,5,No,Sometimes,3,3,2,3,13,3
Celeste,IDSL289,F,40,Single,Marketing,3,Sales,Sales Executive,1,4,1224,56,6702,12911,No,80,10,9,5,7,2,No,Sometimes,4,3,2,3,14,3
Celia,IDRD619,F,51,Single,Life Sciences,4,Research & Development,Research Scientist,9,1,990,64,5307,16778,Yes,80,6,1,0,3,3,No,Sometimes,2,2,2,4,20,2
Cesar,IDRD514,M,41,Single,Medical,4,Research & Development,Research Director,5,24,561,73,13856,13564,No,80,22,14,12,12,2,No,Mostly,3,2,3,4,22,3
Chad,IDRD202,M,28,Single,Technical Degree,1,Research & Development,Laboratory Technician,1,7,377,37,2309,15165,Yes,80,5,2,0,2,2,Yes,No,1,3,1,3,13,3
Chance,IDSL322,M,36,Divorced,Medical,4,Sales,Sales Executive,1,24,505,74,5461,20462,No,80,12,0,3,7,2,No,Sometimes,1,2,2,3,15,3
Chandler,IDRD863,M,46,Married,Life Sciences,3,Research & Development,Manager,6,5,365,81,11839,15825,No,80,5,2,1,2,2,No,Sometimes,3,1,5,4,23,2
Charity,IDRD815,F,56,Married,Life Sciences,1,Research & Development,Research Director,5,2,912,91,18637,23440,No,80,7,7,6,7,2,No,Sometimes,3,1,5,3,16,3
Charlene,IDRD344,F,38,Single,Other,3,Research & Development,Manufacturing Director,6,1,269,70,10565,17188,No,80,7,0,2,0,3,No,Sometimes,3,3,3,3,16,1
Charles,IDSL003,M,41,Married,Life Sciences,3,Sales,Manager,3,1,322,56,19777,18524,No,80,9,0,1,0,3,No,Mostly,1,3,5,3,11,3
Charlie,IDSL126,M,56,Divorced,Marketing,4,Sales,Sales Executive,3,26,993,44,10132,6052,No,80,4,6,7,7,6,No,No,3,3,4,3,11,2
Charlotte,IDSL057,F,24,Single,Medical,3,Sales,Sales Representative,0,16,481,87,2270,11392,Yes,80,1,0,0,0,0,Yes,No,1,3,1,3,11,3
Chase,IDSL130,M,33,Divorced,Life Sciences,2,Sales,Sales Executive,3,7,538,83,9220,24468,Yes,80,8,7,0,7,2,No,Mostly,4,3,2,3,11,3
Chelsea,IDRD278,F,47,Married,Life Sciences,4,Research & Development,Research Director,1,6,656,43,14381,24282,No,80,20,6,5,17,5,No,Sometimes,2,4,4,3,11,3
Chelsey,IDRD852,F,27,Single,Other,3,Research & Development,Manufacturing Director,0,23,790,45,6027,6877,No,80,8,5,7,9,2,No,Sometimes,4,3,2,4,20,3
Cheri,IDSL387,F,32,Married,Medical,2,Sales,Human Resources,8,1,446,99,4288,12019,No,80,1,0,0,0,2,No,Mostly,4,3,2,3,11,3
Cherie,IDRD901,F,43,Single,Medical,3,Research & Development,Research Scientist,0,1,1393,42,3765,4176,No,80,13,2,1,1,2,No,Sometimes,4,3,1,3,12,2
Cheryl,IDRD097,F,27,Single,Other,3,Research & Development,Research Scientist,0,26,450,97,2601,12584,No,80,3,2,0,4,2,No,Sometimes,3,3,1,3,16,2
Chester,IDSL179,M,35,Married,Marketing,4,Sales,Sales Executive,8,5,418,71,5404,8520,No,80,2,2,0,2,2,No,No,4,2,2,3,11,1
Cheyenne,IDRD542,F,18,Divorced,Life Sciences,1,Research & Development,Laboratory Technician,1,1,1426,85,3389,11357,No,80,0,7,1,2,3,No,Sometimes,2,3,1,3,14,3
Chloe,IDRD232,F,40,Married,Life Sciences,1,Research & Development,Healthcare Representative,0,8,1267,74,6041,15305,No,80,16,15,5,7,3,No,Sometimes,2,3,2,3,13,3
Chris,IDHR019,M,48,Single,Medical,3,Human Resources,Research Director,9,29,667,67,13737,5255,Yes,80,5,2,0,3,5,No,Sometimes,1,3,3,3,14,3
Christa,IDRD829,F,29,Single,Technical Degree,3,Research & Development,Research Scientist,1,1,1452,66,2737,2137,No,80,3,4,0,2,2,No,Mostly,4,2,1,4,20,3
Christian,IDRD105,M,37,Married,Life Sciences,3,Research & Development,Manufacturing Director,1,15,487,90,6884,19010,Yes,80,17,16,13,7,3,No,Mostly,2,3,2,3,12,2
Christie,IDRD684,F,29,Married,Medical,1,Research & Development,Research Scientist,0,1,511,58,2097,15262,No,80,9,0,0,0,3,No,Mostly,3,2,1,3,18,2
Christina,IDRD082,F,43,Married,Medical,4,Research & Development,Research Director,1,4,865,97,7633,17211,No,80,5,2,0,3,6,No,Mostly,3,3,2,3,14,3
Christine,IDRD065,F,37,Married,Life Sciences,3,Research & Development,Laboratory Technician,3,6,1391,75,5620,19581,Yes,80,11,8,8,8,1,No,Sometimes,2,2,1,4,22,3
Christopher,IDRD008,M,29,Married,Life Sciences,1,Research & Development,Manufacturing Director,1,8,495,83,4168,22272,No,80,3,2,1,2,0,No,Mostly,3,3,2,3,13,3
Christy,IDRD414,F,34,Married,Medical,4,Research & Development,Healthcare Representative,1,1,127,57,4233,10035,No,80,4,2,6,3,3,No,No,3,2,2,3,14,4
Ciara,IDRD828,F,36,Married,Medical,4,Research & Development,Healthcare Representative,7,18,111,46,19043,24442,No,80,8,7,0,6,4,No,Sometimes,4,3,3,3,12,2
Cindy,IDSL082,F,45,Divorced,Life Sciences,3,Sales,Sales Executive,1,2,513,71,9245,3554,No,80,10,7,9,8,2,No,No,4,3,3,3,25,2
Claire,IDSL115,F,57,Divorced,Life Sciences,4,Sales,Sales Executive,1,8,188,93,10825,22414,No,80,23,2,12,9,3,No,Sometimes,3,4,3,3,12,1
Clara,IDRD175,F,51,Married,Life Sciences,3,Research & Development,Manager,1,1,1495,81,17296,19995,No,80,12,16,12,15,2,No,Sometimes,3,3,5,3,14,3
Clare,IDRD926,F,30,Divorced,Medical,3,Research & Development,Healthcare Representative,0,1,140,40,4665,9134,No,80,13,2,4,2,4,No,No,1,3,2,3,18,3
Clarence,IDSL069,M,32,Single,Life Sciences,4,Sales,Human Resources,7,1,360,51,4393,13582,No,80,4,0,0,2,2,No,Sometimes,3,3,2,3,14,2
Clarissa,IDRD770,F,31,Divorced,Medical,3,Research & Development,Research Scientist,0,1,628,79,2073,12812,No,80,2,2,2,2,3,No,Mostly,3,3,1,3,12,3
Clark,IDSL334,M,25,Married,Marketing,2,Sales,Sales Executive,1,7,1354,70,4562,23160,No,80,12,7,2,2,5,No,No,1,2,2,3,18,2
Claude,IDRD447,M,48,Single,Life Sciences,2,Research & Development,Research Scientist,0,1,964,81,3566,19626,No,80,0,8,3,5,3,No,Sometimes,2,3,2,3,12,2
Claudia,IDRD358,F,35,Married,Technical Degree,3,Research & Development,Laboratory Technician,1,2,480,37,6092,4471,No,80,3,2,4,2,2,No,Sometimes,3,3,2,3,12,2
Clay,IDRD799,M,33,Married,Technical Degree,3,Research & Development,Laboratory Technician,9,4,669,52,3889,12534,No,80,3,2,0,2,3,No,Mostly,1,2,3,3,12,3
Clayton,IDRD339,M,31,Married,Life Sciences,5,Research & Development,Research Scientist,7,13,1406,34,1118,14676,No,80,1,0,0,0,4,No,Sometimes,3,3,1,3,11,4
Cleo,IDHR063,F,43,Married,Life Sciences,3,Human Resources,Manager,1,1,164,71,18522,14264,Yes,80,11,8,4,10,2,No,Mostly,3,3,4,3,16,3
Clifford,IDSL117,M,26,Single,Technical Degree,4,Sales,Sales Representative,1,23,448,89,2106,23537,No,80,6,3,0,0,3,Yes,Sometimes,1,2,1,3,12,1
Clifton,IDSL259,M,40,Single,Life Sciences,3,Sales,Sales Executive,9,25,845,63,4547,16391,Yes,80,3,2,3,2,2,Yes,Mostly,4,3,2,3,13,3
Clint,IDRD857,M,35,Single,Medical,3,Research & Development,Manufacturing Director,1,5,1331,47,4602,7154,No,80,8,7,1,3,2,No,Sometimes,2,3,2,3,18,3
Clinton,IDSL208,M,29,Married,Life Sciences,2,Sales,Sales Representative,1,6,386,42,2830,14710,No,80,1,0,0,0,3,Yes,Mostly,1,2,1,3,11,3
Clyde,IDSL155,M,28,Single,Technical Degree,3,Sales,Sales Representative,1,7,466,58,2299,17420,No,80,8,4,1,0,2,Yes,Sometimes,4,3,1,3,16,4
Cody,IDRD158,M,35,Married,Life Sciences,3,Research & Development,Manufacturing Director,0,1,1128,96,6476,15990,Yes,80,5,3,1,1,5,No,Sometimes,3,3,2,3,11,3
Colby,IDRD631,M,59,Divorced,Medical,3,Research & Development,Research Director,6,7,1193,88,13848,3781,No,80,4,0,0,2,5,No,No,2,2,2,3,14,4
Cole,IDRD330,M,46,Married,Life Sciences,3,Research & Development,Laboratory Technician,0,5,1448,53,3285,2125,No,80,8,1,0,2,2,No,Sometimes,3,3,1,4,20,3
Colin,IDHR021,M,29,Married,Life Sciences,1,Human Resources,Human Resources,1,2,797,69,3361,12655,No,80,3,2,2,2,2,No,Sometimes,4,3,1,3,18,3
Colleen,IDRD283,F,50,Single,Life Sciences,1,Research & Development,Research Director,0,8,313,83,19496,9644,No,80,20,1,0,8,4,No,Mostly,2,2,4,4,20,3
Collin,IDRD498,M,43,Divorced,Medical,3,Research & Development,Healthcare Representative,2,3,610,68,9688,25936,No,80,10,7,0,7,2,No,Sometimes,2,2,3,3,17,2
Colton,IDRD368,M,30,Single,Medical,1,Research & Development,Healthcare Representative,8,5,111,39,10732,6159,No,80,13,12,3,9,2,No,No,2,2,3,3,12,3
Conner,IDRD638,M,28,Married,Medical,3,Research & Development,Research Scientist,1,15,835,34,2051,10251,No,80,1,0,0,0,3,Yes,Sometimes,1,3,1,4,23,3
Connie,IDRD193,F,36,Divorced,Life Sciences,3,Research & Development,Research Director,1,2,867,96,19223,18888,Yes,80,16,7,1,4,3,Yes,Sometimes,3,3,5,3,11,3
Connor,IDSL101,M,42,Married,Technical Degree,4,Sales,Sales Executive,1,2,702,93,9401,15012,Yes,80,5,0,1,2,3,No,Sometimes,4,4,3,3,12,3
Conrad,IDRD821,M,34,Single,Medical,4,Research & Development,Research Scientist,0,4,1145,93,2420,15268,No,80,6,2,0,3,6,No,No,2,3,1,3,11,3
Constance,IDRD335,F,34,Divorced,Life Sciences,4,Research & Development,Healthcare Representative,4,1,348,62,5278,12977,Yes,80,9,7,0,7,1,Yes,Sometimes,4,3,2,3,14,2
Cooper,IDRD459,M,36,Divorced,Life Sciences,3,Research & Development,Manufacturing Director,4,5,716,81,6464,8489,No,80,7,0,1,7,2,No,Sometimes,4,3,2,3,13,3
Cora,IDRD348,F,49,Married,Medical,3,Research & Development,Manager,9,13,1264,63,16860,13257,Yes,80,10,9,5,7,3,No,Sometimes,2,3,4,3,14,3
Corbin,IDSL392,M,28,Married,Marketing,3,Sales,Sales Executive,0,2,557,30,4068,19093,Yes,80,3,3,1,2,2,Yes,Sometimes,4,2,2,3,12,4
Corey,IDSL113,M,57,Married,Medical,4,Sales,Manager,7,1,1315,30,17091,19751,No,80,23,13,1,13,1,No,Sometimes,1,3,4,3,13,3
Corinne,IDSL319,F,37,Single,Marketing,4,Sales,Sales Executive,2,1,548,33,13961,22695,No,80,3,3,4,0,2,Yes,Sometimes,1,2,5,3,11,4
Cornelius,IDRD818,M,57,Married,Medical,2,Research & Development,Laboratory Technician,4,1,145,43,2562,22250,No,80,1,1,0,0,5,No,Sometimes,2,3,1,4,21,1
